stop,lat,long
kengunte kengunte  mallathahalli beside kanyakumari high school,12.9599,77.504
muppadighatta opposite of ashwatha katte,13.243,77.448
gubbalala gate,12.8842,77.552
kethohalli  kethohalli near government fair price deppot,12.9073,77.403
surya city chandapura opposite of k.h.b.arch,12.7925,77.706
kothnuru bagalur road,13.0616,77.649
akshya nagara akshaya nagara in front of gowri medicals,13.0207,77.684
beml layout 5th stage b.e.m.l. gate layout beside pavan electricals & hardware shop,12.9097,77.521
neeladri park,12.8415,77.648
sigehalli gate,12.9843,77.444
madhavan park jayanagara 2nd block opposite of ramakrishna nursing home,12.9368,77.583
chaya nursing home,13.0076,77.562
bmtc depot-15 koramangala,12.9411,77.624
jayamahal extension,13.0021,77.594
chikka thirupathi,12.8951,77.867
industrial town rajajinagara 5th block beside crystal ceramics,12.9857,77.549
st joseph high scholl,12.9685,77.59
steel factory dodda banasawadi in front of s.m.r.vinay harmony apartments,13.0131,77.65
nethravathi best colony beside a.k.traders,13.0899,77.542
jayanagara general hospital jayanagara 4th t block beside udupi upahar,12.9271,77.593
doddabasthi open area,12.9422,77.479
naduvatti colony nadavathi in front of ashwatha katte,12.9993,77.8
aralimara sunkadakatte sunkada katte opposite of state bank of mysore,12.9921,77.505
railway station doddaballapura doddaballapura opposite of railway station,13.28,77.552
judicial layout,13.0887,77.582
i basapura opposite of milk dairy,13.2427,77.823
sonnappanahalli betta ulsoor opposite of government school,13.1562,77.618
seegehalli gate,13.0132,77.761
indian oil subbaiahan palya in front of r.a.foot wear,13.0057,77.638
chinmaya mission hospital indiranagara beside postal officers quarers c & d block,12.9778,77.647
jinnagara,13.0331,77.821
gulaka malai o.b.chudahalli in front of ayurvedic ravishankar guruji hospital,12.8204,77.522
jalahalli village,13.0453,77.548
kempadyapana halli kendappanahalli beside residential area,12.8669,77.354
binni pete binni pete hopcoms market,12.9646,77.562
rolling mill peenya industrial area beside arvind motors,13.0266,77.515
belathuru kadugodi in front of nandini milk parlour,13.0043,77.757
kurubarahalli doddakurubara halli opposite of govt. higher primary school,13.2256,77.809
indian express shivaji nagara beside gosha hospital,12.9843,77.599
ramaiah college mathikere mathikere in front of amrutha kabab centre,13.0284,77.562
jnana jyothi nagara 2nd phase,12.9571,77.495
anchipura anchipura opposite of milk dairy,12.7702,77.432
shakthi resorts,12.9116,77.527
vijayanagara vijayanagara in front of indraprastha hotel,12.972,77.538
kannamangala kannamangala opposite of aralikatte,13.1964,77.41
jn of b channasandra channasandra  ramamurthy nagara opposite of andrews wood crafts,13.0112,77.662
thore nagasandra thore nagasandra beside residential area,13.1146,77.475
vijanapura dooravani nagara beside g.r.p.enterprieses,13.003,77.668
hsr 6th sector,12.9129,77.632
laggere cross peenya industrial area in front of sri sai furnitures,13.0225,77.524
nandashree choultry hosakote in front of nandashree choultry,13.0602,77.785
avalahalli  avalahalli in front of geetha hospital,13.0359,77.735
bettanahalli in front of government school,13.2085,77.589
st marys school,12.8477,77.609
tata silk farm basavanagudi in front of sangeetha mobile shop,12.9359,77.574
bovi calony kasavanahalli in front of aishwarya value mart,12.9049,77.676
kallyanamantappa,12.8908,77.626
devara siddiahana doddi devisiddaiahna doddi opposite of ganesha temple,12.8392,77.327
janatha colony,12.9124,77.801
sidedahalli sidedahalli beside ashwatha khatte,13.0626,77.495
byalalu byalalu opposite of anjaneya temple,12.8918,77.376
east west college cross,12.9856,77.48
chamundi nagara magadi road shanthi nagara beside open area,13.0199,77.422
hosapalya gate beside open area,13.096,77.326
guruvigere gate,13.0442,77.76
karibiranahosahalli gate,13.0455,77.865
binni layout vijayanagara beside jp park,12.9703,77.546
dodderei colony in front of government school & college,12.8674,77.384
rangenahalli rangenahalli in front of govt. primary school,13.1131,77.285
manyatha tech park nagavara opposite of ibm manyata company,13.0411,77.621
gerahalli gerahalli beside open area,13.0373,77.391
colony mahadevana doddi,12.7432,77.605
anugondanahalli in front of ragi machiine,12.9571,77.815
maruthinagara,12.8875,77.551
sbi bank,13.0683,77.629
acharya college cross soladevana halli beside college water tank,13.0843,77.486
new devanahalli,13.2455,77.713
jyothi nagara jyothi nagara beside sri vinayaka two wheelers,13.0324,77.654
billakempana halli billa kempanahalli in front of railway gate,12.8122,77.404
mathahalli cross matthahalli opposite of  lakshmi bakery,13.1105,77.444
ayurvedic hospital,12.9694,77.8
gopalapura gopalapura beside pitty shop,13.1329,77.688
bhavapura,13.2,77.85
vyali kaval police station vyalikaval beside janmashree medi center,13.0021,77.578
ambedkar medical college shampura tany road in front of ambedkar medical college,13.0233,77.613
bangalore high school kempe gowda nagara in front of more megha store,12.9519,77.567
kamakshipalya  kamakshipura beside petty shop,13.1983,77.489
kanuvanahalli kanuvana halli beside water tank,12.9949,77.365
halagevaderahalli halage vaderahalli in front of adi shakthi maramma temple,12.9224,77.514
koluvarayanahalli opposite of ashwatha katte,13.165,77.522
jn of kanteerava studio goraguntepalya in front of padmashree bar & restaurant,13.0217,77.535
muttana halli sarjapura hobli  anekal taluk beside govt junior primary school,12.8708,77.83
vasanthapura vasanthapura in front of vasantha vallabharaya swamy temple,12.8954,77.552
bhuvaneshwari nagara rt nagara post in front of annapoorna rice traders,13.0324,77.605
rto office in front of r.t.o.trining ground,13.1507,77.555
nagapura mahalakshmipuram opposite of the banglore city co-operative bank,13.0022,77.545
nagaland circle jalahalli opposite of bel quarters,13.056,77.558
padmanabha nagara rock padmanabha nagara in front of b.b.m.p.ward office  padmanabha nagara,12.9185,77.557
malleshwaram circle,12.9968,77.57
raghavendra colony chamaraja pete in front of siddalingeshwara store,12.9578,77.56
jalahalli east jalahalli east beside air force quarters,13.0693,77.545
thimmabhovi palya thimmabovie palya beside govt. primary school,13.0595,77.419
sadahalli sadahalli in front of h.d.f.c.bank,13.2104,77.646
sollepura sollepura,12.8301,77.756
kns college k.n.s. in front of k.n.s.institute of technology,13.0889,77.636
uttarahalli utharahalli beside bmtc main bus stand,12.9052,77.543
rajapalya in front of punjab national bank,12.9911,77.721
matkuru cross muthkuru cross beside open area,13.1431,77.502
central,12.9905,77.572
kumbarahalli cross kumbara halli cross beside hitesh enterprises,13.1066,77.49
banjara layout banjara layout opposite of kamat bakery,13.0383,77.665
varthoor college varturu in front of  govt.college varturu,12.9427,77.747
depot-25,12.9224,77.645
hale chandapura attibele hobli anekal taluku in front of shand pipe industry pvt.ltd.,12.8002,77.715
nandhini layout bus station nandini layout beside bmtc main bus stand,13.0114,77.536
sampige electronic city post opposite of ambika department store,12.8346,77.697
hanumantha nagara ward office hanumantha nagara opposite of axis bank & hdfc bank atm,12.944,77.564
narayanapura cross hegde nagara beside jamia residential school,13.0674,77.634
goragunte palya,13.0288,77.54
nirvana layout sadahalli in front of govt. middle school,13.2121,77.647
hoovinayakanahalli hoovenayakanahalli beside ashwatha katte,13.1478,77.69
gowdahalli,13.2273,77.52
hal 12th main hal 2nd stage beside axis bank,12.9694,77.641
chikkagollarahatti,12.9915,77.466
abbigere village abbigere beside panchamukha ganapathi temple,13.0768,77.526
vinayaka nagara gunjuru in front of ajay vet pharma(h.p petrol bunk(left side)),12.9286,77.739
laggere arch kempe gowda layout in front of angala parameshwari temple arch,13.0029,77.526
guddadahalli doddaballapura opposite of sri ram temple,13.2707,77.566
honnasandra hongasandra in front of maramma devi temple,13.1169,77.447
siddartha badavane,12.9948,77.511
papareddy palya papareddy palya opposite of sharada timbers,12.9723,77.508
glass factory umar nagara in front of al-plaza function hall,13.0348,77.623
mylanahalli chikka jala in front of government school,13.184,77.696
r t nagar post office rt nagara opposite of new shanthi sagar hotel,13.0228,77.593
tayappana doddi,12.7106,77.425
vijayanagara vijayanagara beside om arcade  sony show room,12.9718,77.538
sri banashankri layout banashankari layout beside open area,13.1714,77.558
hulimangala anekal taluk opposite of village panchayat office,12.8188,77.637
junction of malur road hosakote in front of auto electrical works,13.0773,77.803
uttarahalli kr hospital utharahalli opposite of i.c.i.c.i.bank,12.9069,77.546
kembathahalli kembatahalli in front of mahaganapathi temple,12.8562,77.577
nalluru cross hosa nalluru beside mookambika brick works,13.2022,77.772
koli farm gate bannerghatta road kalkere opposite of forest office bnp,12.8415,77.588
doddahagade anekal taluk in front of agriculture service co-operative society,12.7468,77.69
chikka banawara sante beedi chikka banavara beside sumukha sweets & juice,13.0803,77.502
malleshwaram 8th cross malleshwaram beside raghavendra bhavana,13.0002,77.569
khb colony chunchana kuppe opposite of s.r.s.provision stores,12.9136,77.394
weavers colony nelamangala,13.0943,77.405
brundavananagara jinke park chamarajpet rajiv gandhi sports complex,12.9506,77.555
white field post office,12.9698,77.75
chikka thimmasandra gate chikka thimmasandra iocl gas station,12.8527,77.73
jalahalli village jalahalli beside bakery,13.0419,77.547
shasthri bekary jayanagara  7th block in front of girimanjis body shop,12.9229,77.574
ganapathi halli,12.9178,77.395
medahalli,13.0263,77.72
sakalwara,12.821,77.609
jn of hosakerehalli cross banashankari 3rd stage in front of n.c.e.r.t.,12.9297,77.544
gkvk library,13.0785,77.579
hegganahalli sadahalli hegganahalli opposite of govt. school,13.2182,77.61
shetty halli cross indian air force jalahalli near & opposite of state bank of india atm,13.0501,77.525
eagleton gate in front of eagleton resorts,12.8107,77.416
hope farm,12.9826,77.752
hurali chikkana halli hurali chickkanahalli beside sri lakshmi venkateshwara bakery,13.1158,77.483
chikka gubbi chickkgubbi beside nirmala provision store,13.0806,77.666
kg lakkenahalli cross k.g.lakkenahalli cross beside residential area,13.0259,77.459
jigala cross attibele opposite of mayura bakery & sweets,12.7819,77.772
deepak nursing home,12.9266,77.577
aradeshanahalli gate opposite of anjaneya temple,13.2164,77.553
bommana bande in front of hunase mara,13.0121,77.872
bikkanahosahalli sarjapura  hobli opposite of eshwara temple,12.8367,77.76
basaveshwara nagara basaveshwaranagara in front of anad co-operative bank ltd,12.9874,77.537
kurubarahalli cross kurubarahalli cross beside sri renuka yellamma devi store,13.1267,77.519
malur cross,13.0296,77.826
canara bank vidyaranyapura vidyaranyapura beside canara bank,13.0722,77.556
shivarama karanth layout 17th cross,13.07,77.623
bidalapura bidalapura in front of milk dairy,13.1876,77.771
railway gate kodugonahalli  k.g.halli in front of taj steel company,13.0252,77.62
nandagudi,13.2025,77.901
handaenahalli in front of ashwatha katte,12.9583,77.847
mantapa cross,12.7987,77.601
bhaktharahalli bhaktharahalli in front of venkateswar swami temple,13.02,77.795
high school pujena agrahara pujena agrahara in front of govt.high school,13.0359,77.794
byalalu byalalu in front of anjaneya temple,12.8918,77.376
maratahalli bridge,12.9569,77.702
malagala park,12.9693,77.515
veterinary college,13.03,77.587
parappana agrahara police trn c choodasandra opposite of k.s.r.p.quarters gate entrance & sbi atm  lgcl ashlar,12.8869,77.673
nrupatunga nagar n.g.e.f.layout in front of twinklers vidyanikethan,12.9581,77.51
srinivas nagara srinivasanagara opposite of hindu military hotel,12.9764,77.524
cunningham road,12.9877,77.594
kempalinganapura,13.1411,77.898
chikka indlawadi,12.7163,77.641
shanthinagar bus stand shanthi nagara beside bmtc bus stand big bazaar,12.9549,77.592
gollahalli h.gollahalli opposite of door no-65,12.7536,77.452
chandapura cross dommasandra in front of hotel shri lakshmi & n.r store,12.8871,77.738
indiranagar police station indira nagara beside wills life style & syndicate bank,12.977,77.641
chandranagara chandra nagara in front of om shakthi temple,12.9006,77.565
gourav nagara gowrava nagara in front of kanishka diagnostic,12.8846,77.583
dibburu dibbur beside govt. primary school,13.1669,77.529
nisarga layout makali opposite of srinivasa provision store,13.0733,77.452
udupi garden 16th main btm layout opp axis bank,12.9165,77.609
vasanthappa block ganganagara in front of radhakrishna english school,13.0263,77.589
huluvenahalli opposite of milk dairy,12.9196,77.365
pushpanjali talkies rt nagara in front of lal bahadur shastri govt first grade college,13.022,77.602
iti layout mallathalli,12.9688,77.5
donnenahalli donenahalli near milk dairy,12.8841,77.375
arehalli arehalli in front of venkateshwara iyengar bakery,12.9083,77.538
ittamadu ittamadu in front of venkateshwara aquarium,12.924,77.544
pattandur agrahara gate whitefield in front of i.t.p.l. park,12.9876,77.734
doddanagamangala electronic city post in front of sri venkateshwara swami temple,12.8624,77.675
kadayarappana halli,13.184,77.705
kallur,12.9459,77.318
narayana ghatta anekal taluk opposite of ashwatha katte,12.8378,77.725
nirmala stores hanumantha nagara opposite of sangeetha medicals,12.9415,77.56
malleshwaram 18th cross malleshwaram beside punjab national bank,13.0095,77.563
apex bank banashankari 1st stage hanumantha nagara beside plants show  room,12.9418,77.556
sonnappanahalli betta ulsoor near government school,13.1561,77.618
18th cross srirampura srirampura opposite of water tank,13.0658,77.62
nayandahalli railway gate,12.9463,77.526
raghavendra dhama raghavendra dhama beside open area,13.1145,77.515
jn of soukya hospital opposite of police station,12.9879,77.782
bagalagunte bagalagunte beside hotel elite,13.057,77.507
shanthi nagara bus station,12.9552,77.593
konanakunte konanakunte in front of abnar provision stores,12.8854,77.567
ymca nandi durga road benson town beside anjaneya temple,13.0005,77.6
bettahalasuru betta ulsoor in front of ayyappa temple,13.1614,77.611
rtnagara police station rt nagara beside police station,13.0244,77.593
singasandra,12.8787,77.647
katriguppe village,12.9277,77.551
naduvatti nadavathi opposite of govt.school,13.0057,77.797
chikkamarana halli colony chikkamaranahalli colony in front of residential,13.0967,77.323
jogerahalli cross jogerahalli beside open area,12.9746,77.374
kanteerava studio goraguntepalya beside petrol bunk,13.0229,77.533
kodahalli in front of residential area,12.9282,77.899
koramangala kalyana mantapa koramangala in front of bbmp park,12.9373,77.618
sommanahalli gate kanakapura road somanahalli in front of kavitha hardware,12.7805,77.497
thyagaraja nagara thyagaraja nagara 2nd block beside iyangar bakery,12.9324,77.568
kannuru kannur beside raghavendra hotel,13.0932,77.654
manchanabele manchana bele opposite of s.l.u.traders,12.8671,77.335
beml gate hal 3rd stage opposite of beml fine arts club,12.9716,77.658
18th cross srirampura amruthahalli beside century apartment,13.069,77.603
jalahalli cross ayyappa temple jalahalli west in front of ayyappa temple,13.0464,77.522
iskcon temple rajajinagara 1st block opposite of iskon temple,13.0117,77.551
chokkanahalli dibbur chokkenahalli beside basavanna temple,13.1831,77.539
lotte gollahalli lottegollahalli beside sri ganesha upahara,13.0494,77.568
muneshwaranagara nandini layout nandini layout in front of ranganatha swamy kabbina mandi,13.0117,77.529
hal 12th main indira nagara  2nd stage beside viveks,12.9693,77.641
elgin floor mill,12.9584,77.606
dadda thamangala,13.2684,77.763
krupanidhi college chikkabellanduru village  carmelaram post opposite of krupanidhi college,12.9156,77.724
white field post office whitefield beside vaswani pinnacle(right side),12.9678,77.749
yelahanka police station,13.094,77.594
kathariguppe aralimara vivekananda nagara in front of ganesha temple,12.9317,77.555
sun shine school kalkere in front of sunshine school,13.031,77.668
ganganagara,13.026,77.586
chowdadevanahalli,12.8817,77.757
aladamara papareddy palya nagarabhavi 2nd stage beside alankar tiles & sanitary shop,12.9752,77.51
koli farm hegade nagara road r.m.h.nagara opposite of c.r.p.quarters,13.0768,77.634
muthkur cross hesaraghatta muthkuru cross beside open area,13.143,77.502
bk circle j.p.nagara 8th phase opposite of universal granites,12.8708,77.583
surabhi layout  yelahanka opposite of good shepherd church,13.093,77.601
nayanappa shettipalya,12.9086,77.604
shasthri bekary banashankari  2nd stage in front of kamma mahila credit co-operative socity,12.9242,77.573
abbigere dinne abbigere beside sri ganesh fast food,13.0712,77.528
narayana rao palya in front of over head tank,13.1415,77.381
aecs layout kundalahalli opposite of brook field,12.9652,77.718
chokkanahalli gate chokkanahalli in front of sagar saw mill,13.0845,77.635
konanakunte new bank colony kanakapura road konanakunte opposite of bhuvaneshwari traders,12.8831,77.57
ahuddevanahalli gate  anekal taluk in front of m.g.b.classic layout,12.7463,77.708
shivananda store neharu nagara beside desai nursing home,12.9872,77.579
isro quarters,13.045,77.535
kothnuru kanakapura road kothanuru in front of marammadevi temple,12.8765,77.577
rv teachers college basavanagudi beside mega agensis,12.9444,77.58
s k f factory nimbekaipura  huskuru opposite of agra industry,13.0612,77.742
byramangala cross bidadi in front of mandarathi aramane hotel,12.8021,77.397
malleshwaram 11th and 13th cross,13.0028,77.571
bombay dyeing yeshawanthapura in front of raghu medicals,13.0251,77.557
srinidhi hotel dodda banasawadi in front of srinidhi hotel,13.0118,77.647
om shakthi temple vijaya lakshmi layout opposite of om shakthi temple,13.0396,77.668
chowkahalli,12.7378,77.411
post office banashankari  2nd stage opposite post office  banashankari  2nd stage,12.9263,77.57
peenya 2nd stage 14th cross peenya industrial area 2nd stage opposite of peenya gymkhana,13.0163,77.506
water tank rayan circle,12.9602,77.563
80 feet road babusab palya,13.0138,77.642
shaneshwara temple hosakere halli kerepalya opposite of shaneshwara temple,12.9261,77.531
basappa circle,12.9556,77.577
jalavayu vihara kalyana nagara opposite of jal vayu vihar,13.021,77.637
muthkur hesaraghatta muthkuru beside residential area,13.1564,77.509
hirandahalli hirandahalli in front of society,13.0458,77.723
mastenahalli jigani hobli  anekal taluk beside sri  dharmaraya swami temple,12.787,77.668
budihal gate beside open area,13.1312,77.359
tattekere,12.6734,77.573
mother milk dairy cross uganavadi in front of soumya wines,13.2321,77.656
juttana palya hejjala beside open area,12.855,77.422
vasudevapura school,12.7992,77.512
nagarabhavi bda complex nagarabhavi 2nd stage beside bda complex nagarabhavi,12.9791,77.511
srirampura srirampura beside mestripalya lake,13.0658,77.62
tvs cross peenya 2nd stage peenya industrial area opposite of sri dharmastala upahar hotel,13.0282,77.519
arehalli cross opposite of aladamara,12.9422,77.837
ms ramaiah hospital new bel road devasandra beside open area,13.027,77.572
bidarahalli cross,13.0569,77.715
chandrappa circle aralimara chunchana kuppe in front of govt. school,12.9102,77.374
manipal hospital konena agrahara,12.9598,77.648
channasandra chanasandra in front of apollo pharmacy,12.903,77.522
kempaiahanapalya cross kempaiahan palya beside open area,12.7331,77.44
gottigehalli gotigehalli opposite of door no 150,12.7214,77.527
chandra layout chandra layout opposite of chandragiri palace,12.9583,77.526
krishna sagar hosakerahalli krishna sagara opposite of rajalakshmi wines,12.9385,77.426
razak palya beguru beside varalakshmi narasimhaswamy temple,13.1835,77.681
jayanagara 3rd block jayanagara 3rd block opposite of syndicate bank,12.9339,77.584
bhakthara halli bhaktharahalli in front of hatti mara,13.0241,77.797
kallukunte agrahara kalkunte agrahara opposite of residential area,12.9367,77.841
d group layout ,13.0946,77.693
basammana halli basammanahalli beside open area,12.8747,77.354
chikka banasawadi chikka banasawadi opposite of govt school,13.0063,77.645
ele b stn,12.9743,77.612
gaviyana palya hosapalya colony in front of gaviyanapalya milk dairy,12.8409,77.47
sarjapura police station sarjapura police station,12.8608,77.784
girigowdana doddi girigowda doddi in front of government higher primary school,12.7453,77.523
kanakanagara(goutam college),13.0349,77.605
kaggalahalli  kagalahalli in front of shanimhathma temple,13.1609,77.746
chikka bidarakallu,13.0525,77.487
guest line hotel attibele industrial area in front of sri veeranjaneya swami temple,12.7868,77.742
dekkan  hongasandra opposite of shanthisagar hotel,12.8957,77.626
bellandur gate bellandur in front of om sai complex,12.926,77.676
marale gowdanadoddy in front of residential area,12.8519,77.364
kallabala cross,12.771,77.627
shanthinikethan layout,12.8845,77.603
shivanapura shivanapura near gunduru,12.8711,77.861
boovanahalli gate,13.2185,77.68
kiabd 2nd phase,12.7954,77.423
bade katte badekatte opposite of door no 35,12.8181,77.49
graphite india kundalahalli opposite of advaith hyundai,12.9783,77.709
byramangala cross bidadi in front of tyagaraju central school,12.8036,77.398
chandra layout,12.9581,77.527
devamachohalli,12.9667,77.379
chikka byalakere chikka bylakere beside arali katte,13.1198,77.522
devanagundi cross devanagondi opposite of sanity shelters,12.9659,77.839
honnagana hatti,12.9742,77.421
kachohalli gate,12.9905,77.469
binnamangala indiranagara opposite of leo motors  maruti suzuki,12.9836,77.641
veerabhadranagar outer ring road,12.9387,77.534
railway gate kodugonahalli police station k.g.halli in front of kohinoor jewellers,13.0252,77.62
beml gate beml opposite of beml limited,12.9712,77.659
gubbalala gublala in front of anjaneya temple,12.8857,77.542
kakolu kakolu beside anjaneya swamy temple,13.1871,77.52
chinmaya mission hospital indiranagara beside chinmaya hospital,12.9784,77.646
krs gowda layout h.m.t.layout beside madhu tiffen center,13.0344,77.499
adithya nagara adithya nagara in front of maruthi traders,12.8761,77.574
st john hospital hosur road,12.9289,77.615
thindlu cross thindlu in front of aladamara,13.2285,77.6
nagarabhavi 1st stage 3rd block,12.9525,77.52
papabhovipalya papabovipalya opposite of lakshminarayana temple,13.1371,77.378
channenahalli channena halli in front of hanuman provision store,12.9779,77.431
gejjagadahalli colony gejjagadahalli colony in front of residential area,13.065,77.43
anugondanahalli opposite of govt. general hospital,12.9588,77.816
vasanthapura vasanthapura beside open area,12.8964,77.552
kottur cross opposite of mango farm,12.9475,77.776
saffal market kaji sonnenahalli in front of safal daily fresh,13.0381,77.76
karthik nagara marathahalli in front of a.p.residency  guest house,12.9684,77.701
kuvempu circle jalahalli beside a.g.n.electricals,13.0434,77.561
ramakrishna ashrama basavanagudi opposite indus bank,12.9468,77.568
dare kagadasapura opposite of s.v.m.auto works,12.9855,77.673
anugondanahalli cross in front of govt. hospital,12.9589,77.816
escorts yalahanka road yelahanka beside federal mogul goetze india,13.1028,77.586
indlawadi cross opp to open area,12.732,77.671
bairavana doddy,12.7863,77.4
koothaganahalli,12.8885,77.802
muddana palya,12.9664,77.488
sadenahalli in front of anjaneya temple,13.1946,77.573
devarabisanahalli,12.9318,77.687
seegehalli sigehalli in front of samudaya bhavana,12.9727,77.449
pattanagere pattanagere opposite of l.g.godown,12.9195,77.512
gear school,12.9182,77.698
veeranna palya nagavara opposite of udupi uphar hotel,13.0421,77.614
gangondanahalli cross lakshmipura cross beside open area,13.0291,77.464
huskur gate electronic city post opposite of thali restaurant,12.8362,77.68
attiguppe rpc layout opposite of syndicate bank,12.958,77.534
doddajala gate doddajala in front of  nilagiri thopu,13.1839,77.641
baiyappanahalli satellite bus station,12.9925,77.655
bittasandra bittasandra in front of flour mill,13.1075,77.287
gattahalli huskuru post opposite of ashwatha katte,12.868,77.704
avathi,13.2988,77.726
kengeri police station,12.9105,77.483
pachepalya chikkanahalli near residential area,12.8841,77.361
narayanapura beside residential area,13.1626,77.602
kalya gate magadi in front of ganesha temple,12.958,77.221
heligehalli gollarahatti,12.8803,77.192
kagalahalli kaggalahalli in front of grama panchayat office,12.7285,77.487
hennur bande,13.0368,77.641
chimachanahalli,13.2181,77.786
kempegowda bus station,12.9781,77.572
karenahalli in front of anjaneya temple,12.8181,77.366
ramamandira gayathrinagar gaythri nagara opposite of rama mandira temple,13.0012,77.561
malleshwaram 13th cross malleshwaram beside janatha co-operative bank,13.0073,77.564
chikka byalakere chikka bylakere beside open area,13.1198,77.521
thindlu cross,12.8604,77.799
ramakrishna hegde nagara r.m.h.nagara in front of muthoot finace,13.0723,77.634
tent,12.8889,77.626
bangalore children hospital kandaswamy layout  rajeshwari nagara in front of sri vinayaka enterprises,12.9099,77.514
hosur hosuru in front of milk dairy,12.7426,77.449
marathahalli bridge marathahalli in front of acer greens,12.9523,77.7
siddapura 7th cross someshwara nagara opposite of posaly international,12.9477,77.594
thippasandra gate aralimara(left side),12.9182,77.754
raghavendra circle,13.0201,77.675
vishwapriya layout cross beguru near chowdeshwari temple,12.8821,77.625
bommenahalli bommanahalli in front of a.p.s. departmental stores,13.0745,77.747
h s r 7th cross hsr layout 1st sector opposite of bharat petrol bunk & in front of celio star,12.92,77.652
chamarajapet chamaraja pete beside ksg form & nursery,12.957,77.567
vaddarahalli bmtc training centre vaddarahalli beside open area,13.0199,77.448
east railway station,13.0002,77.619
karlapura gate karlapura gate beside arunodaya high school,13.2003,77.492
srinivasa nagara banashankari 1st stage  srinivasanagara opposite of bank of baroda,12.9383,77.557
bashatta halli opposite of govt.school,13.2619,77.553
kamakya talkies banashankari 3rd stage in front of nisarga bda encleve,12.9241,77.552
chikka dasarahalli sarjapura & hobli anekal taluk in front of shri muneshwara temple,12.8913,77.784
anche palya anchepalya mysore road,12.8924,77.457
milk booth jp nagara 2nd phase beside nandini parlour,12.9099,77.595
chambenahalli gate,12.8793,77.762
tata advance beside open area,12.775,77.641
bandaiahana palya beeraiyan palya beside water tank,13.1763,77.453
kalyananagara kalyana nagara opposite of sridevi motor garage,12.9678,77.524
dayananda sagar college,12.8248,77.514
byrasandra byrasandra opposite of anjaneya temple,13.2377,77.847
gonighattapura,12.9128,77.795
kengeri satalite town society,12.9237,77.485
wilson garden police station wilson garden beside kittur rani channamma parklakkasandra,12.9514,77.595
parvathi nagar parvathi nagara opposite of s.l.j.bangalore,13.0164,77.52
chandra public school chandra layout chandra layout beside spirit junction,12.9604,77.53
nalku kamba gudimavu village beside sri lakshmi provision store,12.8557,77.453
nrupatunga nagar n.g.e.f.layout opposite of twinklers vidyanikethan,12.9582,77.51
cauvery nagara banashankri 2nd stage kaveri nagara beside banashankari stores,12.9198,77.569
kannamangala gate kannamangala opposite of horticulture office,13.0321,77.759
hosahalli devanagondi beside basaveshwara temple,12.9684,77.832
sonal garments peenya industrial area opposite of sonal garments,13.0216,77.526
college stop,12.9859,77.478
jinnasandra gate,12.9109,77.684
karlapura gate karlapura gate beside open area,13.2001,77.492
forest gate,12.9917,77.459
jn of malur road santhe circle opposite of mayura bakery  & sweets,13.0778,77.802
sammenahalli sarjapura  hobli opposite of milk product co-operative society,12.8326,77.748
srinagar bus stand,12.9444,77.555
vijaya bank layout,12.8916,77.608
chokkasandra huskuru post  sarjapura hobli behind thimmaraya swami temple,12.8715,77.722
kanksha nagar  kanshiram nagara cross beside open area,13.0907,77.539
vinayaka layout vinayaka layout opposite of nagaraj orthoparolic clinic,12.9655,77.53
chimani hills,13.0721,77.499
billapura sarjapura  hobli opposite of govt. primary school,12.8374,77.785
byregowdanahalli cross byre gowdanahalli cross beside sri gangadhareshwara provision store,13.0593,77.394
makanahalli makanahalli opposite of aswanti medicals,13.0096,77.829
muttugada halli chikka jala muthugadahalli in front of residential area,13.1824,77.673
chambenahalli,12.8793,77.762
eshwara temple opposite of eshwara temple,12.9535,77.412
devegowda petrol bunk banashankari 3rd stage beside bescom,12.9225,77.56
urvashi talkies,12.9556,77.586
murgeshpalya opp.sir mv collage,12.9593,77.658
city light apt bellandur in front of morgan restaurant,12.9246,77.674
fathima church gangamma circle jalahalli beisde state bank of mysore,13.0547,77.541
siddaganga school chandra layout 1st stage opposite of siddaganga school,12.9545,77.523
doddaballapura railway station doddaballapura beside govt.hospital,13.2927,77.542
dodda nekkundi doddanekundi near by cafe coffee day,12.9798,77.694
jn of channasandra k.channasandra opposite of anjaneya temple,13.0521,77.681
hunasemara nelamangala nelamangala in front of nimisha bakery,13.1007,77.391
om timber h.m.t.layout cross beside open area,13.0337,77.504
agara,12.8441,77.487
bangalore city railway station subhash nagar opposite of city railway station,12.9783,77.571
lakshmipura lakshmipura beside open area,13.0864,77.531
bharathi nagara in front of amm car auto accessories,13.1374,77.618
harohalli cross beside anjaneya temple,12.9477,77.776
bairegowdana palya cross in front of water tank,12.9189,77.324
aluru palya aluru palya in front of provision store,13.0975,77.471
trumpet,13.199,77.658
kg halli bridge kammagondanahalli near railway bridge,13.0538,77.533
ramakrishnapura anekal taluk near district agriculture training center,12.781,77.694
jigani apc circle,12.779,77.644
baichapura bychapura in front of venkateshwara temple,13.2246,77.713
mini tajmahal,13.0021,77.668
kamalanagar 8th main basaveshwaranagara beside nokia maxtel mobile show room,12.992,77.539
kamenahalli opposite of maddurama temple,13.2248,77.593
rrschool in front of rajeshwari school,12.9284,77.514
chamundeshwari layout chamundeshwari layout beside open area,13.0649,77.56
pura,12.9409,77.883
railway station kengeri,12.9224,77.484
hejjala hejjala opposite of canara bank,12.856,77.417
kullappa circle kammanahalli in front of guru narasimha bakery,13.014,77.639
bairegowdana halli colony byre gowdanahalli colony beside petty shop,13.0643,77.394
